,Name,OvPck,Pos,RdPck,Rnd,Tm,Type,WAR,Year
962,Scott Ebert,38.0,RHP,8.0,2.0,Giants via Angels,HS,0.0,1988.0
963,Ben Howze,39.0,RHP,9.0,2.0,Expos via Cubs,HS,0.0,1988.0
964,Lenny Brutcher,40.0,RHP,10.0,2.0,White Sox,HS,0.0,1988.0
965,Matt Murray,41.0,RHP,11.0,2.0,Braves via Phillies,HS,-0.7,1988.0
966,Andy Rush,42.0,RHP,12.0,2.0,Red Sox,HS,0.0,1988.0
967,Keith Richardson,43.0,RHP,13.0,2.0,Pirates,4Yr,0.0,1988.0
968,Greg Pirkl,44.0,C,14.0,2.0,Mariners,HS,-0.5,1988.0
969,Jeff Branson,45.0,SS,15.0,2.0,Reds,4Yr,0.0,1988.0
970,Joe Slusarski,46.0,RHP,16.0,2.0,Athletics,4Yr,-0.2,1988.0
971,Chris Hancock,47.0,LHP,17.0,2.0,Giants,HS,0.0,1988.0
972,Bob Hamelin,48.0,1B,18.0,2.0,Royals,JC,2.6,1988.0
973,Chris Nabholz,49.0,LHP,19.0,2.0,Expos,4Yr,5.6,1988.0
974,Alan Newman,50.0,LHP,20.0,2.0,Twins,JC,-0.2,1988.0
975,Jeff Seale,51.0,RHP,21.0,2.0,Mets,HS,0.0,1988.0
976,Dave Silvestri,52.0,SS,22.0,2.0,Astros via Yankees,4Yr,-1.3,1988.0
977,Mike Hensley,53.0,RHP,23.0,2.0,Cardinals,4Yr,0.0,1988.0
978,Randy Snyder,54.0,C,24.0,2.0,Brewers,4Yr,0.0,1988.0
979,Tim Hodge,55.0,C,25.0,2.0,Blue Jays,HS,0.0,1988.0
980,Scott Livingstone,56.0,3B,26.0,2.0,Tigers,4Yr,2.4,1988.0
981,John Kupsey,57.0,3B,27.0,2.0,Braves,HS,0.0,1988.0
982,Ben McDonald,1.0,RHP,1.0,1.0,Orioles,4Yr,20.9,1989.0
983,Tyler Houston,2.0,C,2.0,1.0,Braves,HS,1.5,1989.0
984,Roger Salkeld,3.0,RHP,3.0,1.0,Mariners,HS,0.3,1989.0
985,Jeff Jackson,4.0,OF,4.0,1.0,Phillies,HS,0.0,1989.0
986,Donald Harris,5.0,OF,5.0,1.0,Rangers,4Yr,-1.4,1989.0
987,Paul Coleman,6.0,OF,6.0,1.0,Cardinals,HS,0.0,1989.0
988,Frank Thomas,7.0,1B,7.0,1.0,White Sox,4Yr,73.7,1989.0
989,Earl Cunningham,8.0,OF,8.0,1.0,Cubs,HS,0.0,1989.0
990,Kyle Abbott,9.0,LHP,9.0,1.0,Angels,4Yr,-1.4,1989.0
991,Charles Johnson,10.0,C,10.0,1.0,Expos,HS,22.6,1989.0
992,Calvin Murray,11.0,3B,11.0,1.0,Indians,4Yr,2.1,1989.0
993,Jeff Juden,12.0,RHP,12.0,1.0,Astros,HS,-0.4,1989.0
994,Brent Mayne,13.0,C,13.0,1.0,Royals,4Yr,3.0,1989.0
995,Steve Hosey,14.0,OF,14.0,1.0,Giants,4Yr,-0.6,1989.0
996,Kiki Jones,15.0,RHP,15.0,1.0,Dodgers via Yankees,HS,0.0,1989.0
997,Greg Blosser,16.0,OF,16.0,1.0,Red Sox via Padres,HS,-0.4,1989.0
998,Cal Eldred,17.0,RHP,17.0,1.0,Brewers,4Yr,16.2,1989.0
999,Willie Greene,18.0,SS,18.0,1.0,Pirates,HS,3.1,1989.0
1000,Eddie Zosky,19.0,SS,19.0,1.0,Blue Jays,4Yr,-0.5,1989.0
1001,Scott Bryant,20.0,OF,20.0,1.0,Reds,4Yr,0.0,1989.0
1002,Greg Gohr,21.0,RHP,21.0,1.0,Tigers,4Yr,0.4,1989.0
1003,Tom Goodwin,22.0,OF,22.0,1.0,Dodgers,4Yr,8.6,1989.0
1004,Mo Vaughn,23.0,1B,23.0,1.0,Red Sox,4Yr,27.0,1989.0
1005,Alan Zinter,24.0,C,24.0,1.0,Mets,4Yr,-0.7,1989.0
1006,Chuck Knoblauch,25.0,SS,25.0,1.0,Twins,4Yr,44.6,1989.0
1007,Scott Burrell,26.0,RHP,26.0,1.0,Mariners via Athletics,HS,0.0,1989.0
1008,Todd Jones,27.0,RHP,27.0,1.0,Astros,4Yr,10.9,1989.0
1009,Jamie McAndrew,28.0,RHP,28.0,1.0,Dodgers,4Yr,-0.1,1989.0
1010,Kevin Morton,29.0,LHP,29.0,1.0,Red Sox,4Yr,0.4,1989.0
1011,Gordon Powell,30.0,3B,30.0,1.0,Brewers,HS,0.0,1989.0
1012,Keith Schmidt,31.0,OF,1.0,2.0,Orioles,HS,0.0,1989.0
1013,Tab Brown,32.0,RHP,2.0,2.0,Braves,HS,0.0,1989.0
1014,Tommy Taylor,33.0,RHP,3.0,2.0,Orioles via Mariners,HS,0.0,1989.0
1015,Chris Roberts,34.0,LHP,4.0,2.0,Phillies,HS,0.0,1989.0
1016,Brian Hunter,35.0,OF,5.0,2.0,Astros via Rangers,HS,7.4,1989.0
1017,Mike Milchin,36.0,LHP,6.0,2.0,Cardinals,4Yr,-0.6,1989.0
1018,Don Sheppard,37.0,OF,7.0,2.0,White Sox,HS,0.0,1989.0
1019,Gary Scott,38.0,3B,8.0,2.0,Cubs,4Yr,-1.3,1989.0
1020,Joe Grahe,39.0,RHP,9.0,2.0,Angels,4Yr,4.2,1989.0
1021,Glenn Murray,40.0,C,10.0,2.0,Expos,HS,-0.6,1989.0
1022,Billy Lott,41.0,OF,11.0,2.0,Dodgers via Indians,HS,0.0,1989.0
1023,Jermaine Swinton,42.0,OF,12.0,2.0,Astros,HS,0.0,1989.0
1024,Rich Tunison,43.0,1B,13.0,2.0,Royals,JC,0.0,1989.0
1025,Clay Bellinger,44.0,SS,14.0,2.0,Giants,4Yr,-0.2,1989.0
1026,Andy Fox,45.0,3B,15.0,2.0,Yankees,HS,-0.5,1989.0
1027,Ken Felder,46.0,OF,16.0,2.0,Padres,HS,0.0,1989.0
1028,Rusty Rugg,47.0,LHP,17.0,2.0,Brewers,HS,0.0,1989.0
1029,Rich Aude,48.0,3B,18.0,2.0,Pirates,HS,-1.0,1989.0
1030,Mike Moore,49.0,OF,19.0,2.0,Blue Jays,4Yr,0.0,1989.0
1031,Aaron Goins,50.0,OF,20.0,2.0,Reds,HS,0.0,1989.0
1032,Brad Wilson,51.0,C,21.0,2.0,Tigers,HS,0.0,1989.0
1033,Stan Payne,52.0,LHP,22.0,2.0,Dodgers,HS,0.0,1989.0
1034,Jeff McNeely,53.0,OF,23.0,2.0,Red Sox,JC,0.2,1989.0
1035,Tom Engle,54.0,RHP,24.0,2.0,Mets,HS,0.0,1989.0
1036,John Gumpf,55.0,OF,25.0,2.0,Twins,HS,0.0,1989.0
1037,Scott Lydy,56.0,OF,26.0,2.0,Athletics,JC,0.0,1989.0
1038,Brian Boltz,57.0,LHP,27.0,2.0,Braves,4Yr,0.0,1989.0
1039,Lance Jennings,58.0,C,28.0,2.0,Royals,HS,0.0,1989.0
1040,John Hope,59.0,RHP,29.0,2.0,Pirates,HS,-0.9,1989.0
1041,Brent Bowers,60.0,OF,30.0,2.0,Blue Jays,HS,0.3,1989.0
1042,Chipper Jones,1.0,SS,1.0,1.0,Braves,HS,85.0,1990.0
1043,Tony Clark,2.0,OF,2.0,1.0,Tigers,HS,12.5,1990.0
1044,Mike Lieberthal,3.0,C,3.0,1.0,Phillies,HS,15.2,1990.0
1045,Alex Fernandez,4.0,RHP,4.0,1.0,White Sox,4Yr,28.9,1990.0
1046,Kurt Miller,5.0,RHP,5.0,1.0,Pirates,HS,-2.6,1990.0
1047,Marc Newfield,6.0,1B,6.0,1.0,Mariners,HS,-1.6,1990.0
1048,Dan Wilson,7.0,C,7.0,1.0,Reds,4Yr,13.0,1990.0
1049,Tim Costo,8.0,SS,8.0,1.0,Indians,4Yr,-0.7,1990.0
1050,Ron Walden,9.0,LHP,9.0,1.0,Dodgers,HS,0.0,1990.0
1051,Carl Everett,10.0,OF,10.0,1.0,Yankees,HS,20.4,1990.0
1052,Shane Andrews,11.0,3B,11.0,1.0,Expos,HS,2.0,1990.0
1053,Todd Ritchie,12.0,RHP,12.0,1.0,Twins,HS,6.3,1990.0
1054,Donovan Osborne,13.0,LHP,13.0,1.0,Cardinals,4Yr,5.7,1990.0
1055,Todd Van Poppel,14.0,RHP,14.0,1.0,Athletics via Brewers,HS,-0.2,1990.0
1056,Adam Hyzdu,15.0,OF,15.0,1.0,Giants via Astros,HS,-0.1,1990.0
1057,Dan Smith,16.0,LHP,16.0,1.0,Rangers,4Yr,0.0,1990.0
1058,Jeromy Burnitz,17.0,OF,17.0,1.0,Mets,4Yr,19.7,1990.0
1059,Aaron Holbert,18.0,SS,18.0,1.0,Cardinals via Red Sox,HS,-0.4,1990.0
1060,Eric Christopherson,19.0,C,19.0,1.0,Giants via Padres,4Yr,0.0,1990.0
1061,Mike Mussina,20.0,RHP,20.0,1.0,Orioles,4Yr,83.0,1990.0
1062,Tom Nevers,21.0,SS,21.0,1.0,Astros via Giants,HS,0.0,1990.0
1063,Steve Karsay,22.0,RHP,22.0,1.0,Blue Jays,HS,11.2,1990.0
1064,Lance Dickson,23.0,LHP,23.0,1.0,Cubs,4Yr,-0.4,1990.0
1065,Rondell White,24.0,OF,24.0,1.0,Expos via Angels,HS,28.1,1990.0
1066,Robbie Beckett,25.0,LHP,25.0,1.0,Padres via Royals,HS,-0.3,1990.0
1067,Don Peters,26.0,RHP,26.0,1.0,Athletics,4Yr,0.0,1990.0
1068,Mike Zimmerman,27.0,RHP,27.0,1.0,Pirates,4Yr,0.0,1990.0
1069,Gabe White,28.0,LHP,28.0,1.0,Expos,HS,6.5,1990.0
1070,Midre Cummings,29.0,OF,29.0,1.0,Twins,HS,1.0,1990.0
1071,Paul Ellis,30.0,C,30.0,1.0,Cardinals,4Yr,0.0,1990.0
1072,Brian Williams,31.0,RHP,31.0,1.0,Astros,4Yr,-4.0,1990.0
1073,Scott Sanders,32.0,RHP,32.0,1.0,Padres,4Yr,4.7,1990.0
1074,Marcus Jensen,33.0,C,33.0,1.0,Giants,HS,-0.8,1990.0
1075,Dave Zancanaro,34.0,LHP,34.0,1.0,Athletics,4Yr,0.0,1990.0
1076,Stan Spencer,35.0,RHP,35.0,1.0,Expos,4Yr,-0.5,1990.0
1077,Kirk Dressendorfer,36.0,RHP,36.0,1.0,Athletics,4Yr,-0.8,1990.0
1078,Ben VanRyn,37.0,LHP,37.0,1.0,Expos,HS,-0.1,1990.0
1079,Tony Manahan,38.0,SS,38.0,1.0,Mariners,4Yr,0.0,1990.0
1080,Sam Hence,39.0,OF,39.0,1.0,Indians,HS,0.0,1990.0
1081,Stan Robertson,40.0,OF,40.0,1.0,Expos,HS,0.0,1990.0
1082,Frankie Rodriguez,41.0,RHP,1.0,2.0,Red Sox via Braves,HS,1.2,1990.0
1083,Curtis Shaw,42.0,LHP,2.0,2.0,Athletics via Tigers,4Yr,0.0,1990.0
1084,Tim Schweitzer,43.0,LHP,3.0,2.0,Phillies,HS,0.0,1990.0
1085,Bob Wickman,44.0,RHP,4.0,2.0,White Sox,4Yr,17.2,1990.0
1086,Robert Eenhoorn,45.0,SS,5.0,2.0,Yankees via Pirates,4Yr,0.2,1990.0
1087,Darrell Whitmore,46.0,OF,6.0,2.0,Indians via Mariners,4Yr,-1.9,1990.0
1088,Keith Gordon,47.0,SS,7.0,2.0,Reds,4Yr,-0.1,1990.0
1089,Pat Bryant,48.0,OF,8.0,2.0,Indians,HS,0.0,1990.0
1090,Mike Hardge,49.0,SS,9.0,2.0,Expos via Dodgers,HS,0.0,1990.0
1091,Tavo Alvarez,50.0,RHP,10.0,2.0,Expos via Yankees,HS,-0.3,1990.0
1092,Chris Haney,51.0,LHP,11.0,2.0,Expos,4Yr,3.2,1990.0
1093,Jayhawk Owens,52.0,C,12.0,2.0,Twins,4Yr,0.3,1990.0
1094,Chris Martin,53.0,SS,13.0,2.0,Expos via Cardinals,4Yr,0.0,1990.0
1095,Larue Baber,54.0,OF,14.0,2.0,Brewers,HS,0.0,1990.0
1096,Gary Mota,55.0,OF,15.0,2.0,Astros,JC,0.0,1990.0
1097,Mike Schiefelbein,56.0,RHP,16.0,2.0,Rangers,HS,0.0,1990.0
1098,Aaron Ledesma,57.0,SS,17.0,2.0,Mets,JC,2.6,1990.0
1099,Ron Caridad,58.0,RHP,18.0,2.0,Twins via Red Sox,HS,0.0,1990.0
1100,Keith Grunewald,59.0,SS,19.0,2.0,Tigers via Padres,HS,0.0,1990.0
1101,Erik Schullstrom,60.0,RHP,20.0,2.0,Orioles,4Yr,-0.2,1990.0
1102,Jose Prado,61.0,RHP,21.0,2.0,Giants,HS,0.0,1990.0
1103,Chris Weinke,62.0,3B,22.0,2.0,Blue Jays,HS,0.0,1990.0
1104,Ryan Hawblitzel,63.0,RHP,23.0,2.0,Cubs,HS,-0.1,1990.0
1105,Phil Leftwich,64.0,RHP,24.0,2.0,Angels,4Yr,2.5,1990.0
1106,Eric Helfand,65.0,C,25.0,2.0,Athletics via Royals,4Yr,-0.2,1990.0
1107,Gary Hust,66.0,OF,26.0,2.0,Athletics,HS,0.0,1990.0
1108,Eric Maloney,67.0,RHP,27.0,2.0,White Sox,HS,0.0,1990.0
1109,Leroy Williams,68.0,SS,28.0,2.0,Dodgers,HS,0.0,1990.0
1110,Jeff Williams,69.0,RHP,29.0,2.0,Orioles,4Yr,0.0,1990.0
1111,Joe Rosselli,70.0,LHP,30.0,2.0,Giants,HS,-1.0,1990.0
1112,Tim Hyers,71.0,1B,31.0,2.0,Blue Jays,HS,-1.2,1990.0
1113,Troy Bradford,72.0,RHP,32.0,2.0,Cubs,4Yr,0.0,1990.0
1114,Scott Freeman,73.0,RHP,33.0,2.0,Dodgers,4Yr,0.0,1990.0
1115,Brien Taylor,1.0,LHP,1.0,1.0,Yankees,HS,0.0,1991.0
1116,Mike Kelly,2.0,OF,2.0,1.0,Braves,4Yr,0.4,1991.0
1117,Dave McCarty,3.0,1B,3.0,1.0,Twins,4Yr,-2.0,1991.0
1118,Dmitri Young,4.0,3B,4.0,1.0,Cardinals,HS,12.2,1991.0
1119,Ken Henderson,5.0,RHP,5.0,1.0,Brewers,HS,0.0,1991.0
1120,John Burke,6.0,RHP,6.0,1.0,Astros,4Yr,-0.5,1991.0
1121,Joe Vitiello,7.0,OF,7.0,1.0,Royals,4Yr,-0.5,1991.0
1122,Joey Hamilton,8.0,RHP,8.0,1.0,Padres,4Yr,14.6,1991.0
1123,Mark Smith,9.0,OF,9.0,1.0,Orioles,4Yr,0.0,1991.0
1124,Tyler Green,10.0,RHP,10.0,1.0,Phillies,4Yr,-0.5,1991.0
1125,Shawn Estes,11.0,LHP,11.0,1.0,Mariners,HS,11.2,1991.0
1126,Doug Glanville,12.0,OF,12.0,1.0,Cubs,4Yr,10.9,1991.0
1127,Manny Ramirez,13.0,3B,13.0,1.0,Indians,HS,69.2,1991.0
1128,Cliff Floyd,14.0,1B,14.0,1.0,Expos,HS,25.9,1991.0
1129,Ty Hill,15.0,LHP,15.0,1.0,Brewers via Tigers,HS,0.0,1991.0
1130,Shawn Green,16.0,OF,16.0,1.0,Blue Jays via Giants,HS,34.5,1991.0
1131,Eduardo Perez,17.0,1B,17.0,1.0,Angels,4Yr,1.0,1991.0
1132,Al Shirley,18.0,OF,18.0,1.0,Mets via Dodgers,HS,0.0,1991.0
1133,Benji Gil,19.0,SS,19.0,1.0,Rangers,HS,2.9,1991.0
1134,Pokey Reese,20.0,SS,20.0,1.0,Reds,HS,6.3,1991.0
1135,Allen Watson,21.0,LHP,21.0,1.0,Cardinals via Blue Jays,4Yr,2.9,1991.0
1136,Brian Barber,22.0,RHP,22.0,1.0,Cardinals via Mets,HS,-0.6,1991.0
1137,Aaron Sele,23.0,RHP,23.0,1.0,Red Sox,4Yr,20.6,1991.0
1138,Jon Farrell,24.0,C,24.0,1.0,Pirates,JC,0.0,1991.0
1139,Scott Ruffcorn,25.0,RHP,25.0,1.0,White Sox,4Yr,-2.5,1991.0
1140,Brent Gates,26.0,SS,26.0,1.0,Athletics,4Yr,5.5,1991.0
1141,Scott Stahoviak,27.0,3B,27.0,1.0,Twins,4Yr,1.0,1991.0
1142,Tom McKinnon,28.0,RHP,28.0,1.0,Cardinals,HS,0.0,1991.0
1143,Shawn Livesey,29.0,SS,29.0,1.0,Astros,HS,0.0,1991.0
1144,Jason Pruitt,30.0,RHP,30.0,1.0,Royals,HS,0.0,1991.0
1145,Pepper Anthony,31.0,RHP,31.0,1.0,Padres,HS,0.0,1991.0
1146,Justin Thompson,32.0,LHP,32.0,1.0,Tigers,HS,12.9,1991.0
1147,Steve Whitaker,33.0,LHP,33.0,1.0,Giants,4Yr,0.0,1991.0
1148,Jorge Fabregas,34.0,3B,34.0,1.0,Angels,4Yr,-2.1,1991.0
1149,Jeff Ware,35.0,RHP,35.0,1.0,Blue Jays,4Yr,-0.7,1991.0
1150,Bobby Jones,36.0,RHP,36.0,1.0,Mets,4Yr,7.6,1991.0
1151,J.J. Johnson,37.0,OF,37.0,1.0,Red Sox,HS,0.0,1991.0
1152,Mike Rossiter,38.0,RHP,38.0,1.0,Athletics,HS,0.0,1991.0
1153,Dan Cholowsky,39.0,3B,39.0,1.0,Cardinals,4Yr,0.0,1991.0
1154,Jimmy Gonzalez,40.0,C,40.0,1.0,Astros,HS,0.0,1991.0
1155,Trever Miller,41.0,LHP,41.0,1.0,Tigers,HS,5.0,1991.0
1156,Dante Powell,42.0,SS,42.0,1.0,Blue Jays,HS,-0.2,1991.0
1157,Scott Hatteberg,43.0,C,43.0,1.0,Red Sox,4Yr,10.1,1991.0
1158,Mike Groppuso,44.0,3B,44.0,1.0,Astros,4Yr,0.0,1991.0
1159,Ryan Long,45.0,3B,1.0,2.0,Royals via Yankees,HS,0.0,1991.0
1160,Eddie Williams,46.0,C,2.0,2.0,Cardinals via Braves,HS,0.0,1991.0
1161,Mike Durant,47.0,C,3.0,2.0,Twins,4Yr,0.0,1991.0
1162,Buck McNabb,48.0,OF,4.0,2.0,Astros via Cardinals,HS,0.0,1991.0
1163,Jim Lewis,49.0,RHP,5.0,2.0,Astros via Brewers,4Yr,0.0,1991.0
1164,Eddy Ramos,50.0,3B,6.0,2.0,Astros,HS,0.0,1991.0
1165,Terry Horn,51.0,RHP,7.0,2.0,Red Sox via Royals,HS,0.0,1991.0
1166,Jon Barnes,52.0,RHP,8.0,2.0,Padres,HS,0.0,1991.0
1167,Shawn Curran,53.0,C,9.0,2.0,Orioles,HS,0.0,1991.0
1168,Kevin Stocker,54.0,SS,10.0,2.0,Phillies,4Yr,5.9,1991.0
1169,Tommy Adams,55.0,OF,11.0,2.0,Mariners,4Yr,0.0,1991.0
1170,Trevor Mallory,56.0,RHP,12.0,2.0,Blue Jays via Cubs,HS,0.0,1991.0
1171,Herbert Perry,57.0,3B,13.0,2.0,Indians,4Yr,5.2,1991.0
1172,Scott Pisciotta,58.0,RHP,14.0,2.0,Expos,HS,0.0,1991.0
1173,Tarrik Brock,59.0,OF,15.0,2.0,Tigers,HS,-0.1,1991.0
1174,Mike Neill,60.0,OF,16.0,2.0,Athletics via Giants,4Yr,0.0,1991.0
1175,Chris Pritchett,61.0,1B,17.0,2.0,Angels,4Yr,-0.7,1991.0
1176,Rod Pedraza,62.0,RHP,18.0,2.0,Expos via Dodgers,4Yr,0.0,1991.0
1177,Terrell Lowery,63.0,OF,19.0,2.0,Rangers,4Yr,-0.1,1991.0
1178,Toby Rumfield,64.0,C,20.0,2.0,Reds,HS,0.0,1991.0
1179,Dennis Gray,65.0,LHP,21.0,2.0,Blue Jays,4Yr,0.0,1991.0
1180,Bill Pulsipher,66.0,LHP,22.0,2.0,Mets,HS,0.5,1991.0
1181,Chad Schoenvogel,67.0,RHP,23.0,2.0,Red Sox,JC,0.0,1991.0
1182,Dave Doorneweerd,68.0,RHP,24.0,2.0,Pirates,HS,0.0,1991.0
1183,Larry Thomas,69.0,LHP,25.0,2.0,White Sox,4Yr,1.6,1991.0
1184,Russ Brock,70.0,RHP,26.0,2.0,Athletics,4Yr,0.0,1991.0
1185,Judd Wilstead,71.0,RHP,27.0,2.0,Brewers,HS,0.0,1991.0
1186,Marc Kroon,72.0,RHP,28.0,2.0,Mets,HS,-0.4,1991.0
1187,Dan Jones,73.0,RHP,29.0,2.0,Pirates,4Yr,0.0,1991.0
1188,Phil Nevin,1.0,3B,1.0,1.0,Astros,4Yr,15.8,1992.0
1189,Paul Shuey,2.0,RHP,2.0,1.0,Indians,4Yr,7.0,1992.0
1190,B.J. Wallace,3.0,LHP,3.0,1.0,Expos,4Yr,0.0,1992.0
1191,Jeffrey Hammonds,4.0,OF,4.0,1.0,Orioles,4Yr,8.6,1992.0
1192,Chad Mottola,5.0,OF,5.0,1.0,Reds,4Yr,-0.9,1992.0
1193,Derek Jeter,6.0,SS,6.0,1.0,Yankees,HS,71.8,1992.0
1194,Calvin Murray,7.0,OF,7.0,1.0,Giants,4Yr,2.1,1992.0
1195,Pete Janicki,8.0,RHP,8.0,1.0,Angels,4Yr,0.0,1992.0
1196,Preston Wilson,9.0,SS,9.0,1.0,Mets,HS,6.3,1992.0
1197,Michael Tucker,10.0,SS,10.0,1.0,Royals,4Yr,8.1,1992.0
1198,Derek Wallace,11.0,RHP,11.0,1.0,Cubs,4Yr,0.1,1992.0
1199,Ken Felder,12.0,OF,12.0,1.0,Brewers,4Yr,0.0,1992.0
1200,Chad McConnell,13.0,OF,13.0,1.0,Phillies,4Yr,0.0,1992.0
1201,Ron Villone,14.0,LHP,14.0,1.0,Mariners,4Yr,3.9,1992.0
1202,Sean Lowe,15.0,RHP,15.0,1.0,Cardinals,4Yr,1.7,1992.0
1203,Rick Greene,16.0,RHP,16.0,1.0,Tigers,4Yr,-0.1,1992.0
1204,Jim Pittsley,17.0,RHP,17.0,1.0,Royals via Padres,HS,-1.0,1992.0
1205,Chris Roberts,18.0,LHP,18.0,1.0,Mets via Red Sox,4Yr,0.0,1992.0
1206,Shannon Stewart,19.0,OF,19.0,1.0,Blue Jays via Dodgers,HS,24.8,1992.0
1207,Benji Grigsby,20.0,RHP,20.0,1.0,Athletics,4Yr,0.0,1992.0
1208,Jamie Arnold,21.0,RHP,21.0,1.0,Braves,HS,-1.6,1992.0
1209,Rick Helling,22.0,RHP,22.0,1.0,Rangers,4Yr,20.6,1992.0
1210,Jason Kendall,23.0,C,23.0,1.0,Pirates,HS,41.5,1992.0
1211,Eddie Pearson,24.0,1B,24.0,1.0,White Sox,JC,0.0,1992.0
1212,Todd Steverson,25.0,OF,25.0,1.0,Blue Jays,4Yr,-0.3,1992.0
1213,Dan Serafini,26.0,LHP,26.0,1.0,Twins,HS,-0.7,1992.0
1214,John Burke,27.0,RHP,27.0,1.0,Rockies,4Yr,-0.5,1992.0
1215,Charles Johnson,28.0,C,28.0,1.0,Marlins,4Yr,22.6,1992.0
1216,Jeff Schmidt,29.0,RHP,29.0,1.0,Angels,4Yr,-0.2,1992.0
1217,Jon Ward,30.0,RHP,30.0,1.0,Mets,HS,0.0,1992.0
1218,Sherard Clinkscales,31.0,RHP,31.0,1.0,Royals,4Yr,0.0,1992.0
1219,Ryan Luzinski,32.0,C,32.0,1.0,Dodgers,HS,0.0,1992.0
1220,Shon Walker,33.0,OF,33.0,1.0,Pirates,HS,0.0,1992.0
1221,Brandon Cromer,34.0,SS,34.0,1.0,Blue Jays,HS,0.0,1992.0
1222,Johnny Damon,35.0,OF,35.0,1.0,Royals,HS,56.0,1992.0
1223,Mike Moore,36.0,OF,36.0,1.0,Dodgers,4Yr,0.0,1992.0
1224,Kendall Rhine,37.0,RHP,37.0,1.0,Astros,4Yr,0.0,1992.0
1225,Gabby Martinez,38.0,SS,38.0,1.0,Brewers,HS,0.0,1992.0
1226,Dave Landaker,39.0,SS,1.0,2.0,Astros,HS,0.0,1992.0
1227,Mike Matthews,40.0,LHP,2.0,2.0,Indians,JC,0.7,1992.0
1228,Rod Henderson,41.0,RHP,3.0,2.0,Expos,4Yr,-0.6,1992.0
1229,Brian Sackinsky,42.0,RHP,4.0,2.0,Orioles,4Yr,0.1,1992.0
1230,Chad Alexander,43.0,OF,5.0,2.0,Reds,HS,0.0,1992.0
1231,Jon Lieber,44.0,RHP,6.0,2.0,Royals via Yankees,4Yr,24.3,1992.0
1232,Jim Rosenbohm,45.0,RHP,7.0,2.0,Giants,JC,0.0,1992.0
1233,Deshawn Warren,46.0,LHP,8.0,2.0,Angels,HS,0.0,1992.0
1234,Danny Clyburn,47.0,OF,9.0,2.0,Pirates via Mets,HS,-0.4,1992.0
1235,Chris Smith,48.0,SS,10.0,2.0,Angels via Royals,HS,0.0,1992.0
1236,Dwaine Bostic,49.0,SS,11.0,2.0,Dodgers via Cubs,HS,0.0,1992.0
1237,Bobby Hughes,50.0,C,12.0,2.0,Brewers,4Yr,-0.6,1992.0
1238,Rick Magdelano,51.0,SS,13.0,2.0,Reds via Phillies,HS,0.0,1992.0
1239,Bob Wolcott,52.0,RHP,14.0,2.0,Mariners,HS,-0.9,1992.0
1240,Mike Gulan,53.0,3B,15.0,2.0,Cardinals,4Yr,-0.3,1992.0
1241,Yuri Sanchez,54.0,SS,16.0,2.0,Tigers,HS,0.0,1992.0
1242,Todd Helton,55.0,OF,17.0,2.0,Padres,HS,61.2,1992.0
1243,Tony Sheffield,56.0,OF,18.0,2.0,Red Sox,HS,0.0,1992.0
1244,Dan Melendez,57.0,1B,19.0,2.0,Dodgers,4Yr,0.0,1992.0
1245,Jason Giambi,58.0,3B,20.0,2.0,Athletics,4Yr,50.5,1992.0
1246,Jamie Howard,59.0,RHP,21.0,2.0,Braves,HS,0.0,1992.0
1247,Ritchie Moody,60.0,LHP,22.0,2.0,Rangers,4Yr,0.0,1992.0
1248,Trey Beamon,61.0,OF,23.0,2.0,Pirates,HS,-0.8,1992.0
1249,A.J. Hinch,62.0,C,24.0,2.0,White Sox,HS,0.1,1992.0
1250,Tim Crabtree,63.0,RHP,25.0,2.0,Blue Jays,4Yr,4.4,1992.0
1251,Chad Roper,64.0,SS,26.0,2.0,Twins,HS,0.0,1992.0
1252,Mark Thompson,65.0,RHP,27.0,2.0,Rockies,4Yr,0.1,1992.0
1253,John Lynch,66.0,RHP,28.0,2.0,Marlins,4Yr,0.0,1992.0
1254,Marquis Riley,67.0,OF,29.0,2.0,Angels,4Yr,0.0,1992.0
1255,Tom Knauss,68.0,3B,30.0,2.0,Twins,HS,0.0,1992.0
1256,Alex Rodriguez,1.0,SS,1.0,1.0,Mariners,HS,117.7,1993.0
1257,Darren Dreifort,2.0,RHP,2.0,1.0,Dodgers,4Yr,7.9,1993.0
1258,Brian Anderson,3.0,LHP,3.0,1.0,Angels,4Yr,10.4,1993.0
1259,Wayne Gomes,4.0,RHP,4.0,1.0,Phillies,4Yr,0.3,1993.0
1260,Jeff Granger,5.0,LHP,5.0,1.0,Royals,4Yr,-0.9,1993.0
1261,Steve Soderstrom,6.0,RHP,6.0,1.0,Giants,4Yr,-0.2,1993.0
1262,Trot Nixon,7.0,OF,7.0,1.0,Red Sox,HS,21.3,1993.0
1263,Kirk Presley,8.0,RHP,8.0,1.0,Mets,HS,0.0,1993.0
1264,Matt Brunson,9.0,SS,9.0,1.0,Tigers,HS,0.0,1993.0
1265,Brooks Kieschnick,10.0,OF,10.0,1.0,Cubs,4Yr,2.2,1993.0
1266,Daron Kirkreit,11.0,RHP,11.0,1.0,Indians,4Yr,0.0,1993.0
1267,Billy Wagner,12.0,LHP,12.0,1.0,Astros,4Yr,28.1,1993.0
1268,Matt Drews,13.0,RHP,13.0,1.0,Yankees,HS,0.0,1993.0
1269,Derrek Lee,14.0,1B,14.0,1.0,Padres,HS,34.3,1993.0
